"Color","University.Name","Admission.Rate","SAT.Average","Year"
"Normal","Mount St. Mary's University",66.87,1048,"2014_15"
"Normal","Notre Dame of Maryland University",49.46,1048,"2014_15"
"Normal","St. Mary's College of Maryland",78.87,1188,"2014_15"
"Normal","St. John's College",86.96,1323,"2014_15"
"Normal","Towson University",59.21,1082,"2014_15"
"Normal","United States Naval Academy",7.94,1285,"2014_15"
"Normal","Stevenson University",62.31,990,"2014_15"
"Normal","McDaniel College",76.13,1094,"2014_15"
"Normal","American International College",67.57,887,"2014_15"
"Normal","Amherst College",13.84,1439,"2014_15"
"Normal","Babson College",26.31,1272,"2014_15"
"Normal","Boston Baptist College",73.91,875,"2014_15"
"Normal","Bay Path University",63.05,951,"2014_15"
"Normal","Becker College",62.47,1015,"2014_15"
"Normal","Bentley University",46.11,1247,"2014_15"
"Normal","Boston College",33.91,1380,"2014_15"
"Normal","Boston University",34.51,1300,"2014_15"
"Normal","Brandeis University",35.22,1369,"2014_15"
"Normal","Bridgewater State University",79.31,991,"2014_15"
"Normal","Curry College",86.88,948,"2014_15"
"Normal","Eastern Nazarene College",52.87,918,"2014_15"
"Normal","Emerson College",49.18,1244,"2014_15"
"Normal","Emmanuel College",69.3,1093,"2014_15"
"Normal","Fitchburg State University",72.31,1004,"2014_15"
"Normal","Framingham State University",62.26,1011,"2014_15"
"Normal","Gordon College",88.37,1161,"2014_15"
"Normal","Harvard University",5.96,1501,"2014_15"
"Normal","Lasell University",76.32,974,"2014_15"
"Normal","Lesley University",71.49,1086,"2014_15"
"Normal","University of Massachusetts-Lowell",62.01,1145,"2014_15"
"Normal","University of Massachusetts-Amherst",61.39,1217,"2014_15"
"Normal","University of Massachusetts-Boston",70.77,1050,"2014_15"
"Normal","MCPHS University",84.01,1074,"2014_15"
"Normal","Massachusetts College of Art and Design",72.94,1077,"2014_15"
"Normal","Massachusetts Institute of Technology",7.88,1500,"2014_15"
"Normal","Massachusetts Maritime Academy",61.6,1105,"2014_15"
"Normal","Mount Ida College",68.49,886,"2014_15"
"Normal","Massachusetts College of Liberal Arts",72.27,977,"2014_15"
"Normal","Northeastern University",32.22,1420,"2014_15"
"Normal","College of Our Lady of the Elms",78.97,946,"2014_15"
"Normal","Pine Manor College",67.84,780,"2014_15"
"Normal","Salem State University",70.57,984,"2014_15"
"Normal","Simmons University",52.16,1170,"2014_15"
"Normal","Springfield College",70.87,1025,"2014_15"
"Normal","University of Massachusetts-Dartmouth",76.82,1025,"2014_15"
"Normal","Suffolk University",83.91,1049,"2014_15"
"Normal","Tufts University",17.24,1423,"2014_15"
"Normal","Wellesley College",30.11,1390,"2014_15"
"Normal","Wentworth Institute of Technology",82.64,1116,"2014_15"
"Normal","Western New England University",80.15,1077,"2014_15"
"Normal","Westfield State University",74.56,997,"2014_15"
"Normal","Wheelock College",87.52,963,"2014_15"
"Normal","Williams College",19.32,1452,"2014_15"
"Normal","Worcester State University",61.3,997,"2014_15"
"Normal","Adrian College",61.89,1009,"2014_15"
"Normal","Albion College",60.79,1125,"2014_15"
"Normal","Alma College",71.98,1101,"2014_15"
"Normal","Andrews University",36.88,1081,"2014_15"
"Normal","Aquinas College",72.01,1090,"2014_15"
"Normal","Calvin University",73.14,1182,"2014_15"
"Normal","Central Michigan University",69.27,1050,"2014_15"
"Normal","Cleary University",79.29,990,"2014_15"
"Normal","Concordia University-Ann Arbor",75.88,1030,"2014_15"
"Normal","College for Creative Studies",45.61,1010,"2014_15"
"Normal","University of Detroit Mercy",69.06,1110,"2014_15"
"Normal","Eastern Michigan University",68.87,1028,"2014_15"
"Normal","Ferris State University",78.42,1010,"2014_15"
"Normal","Kettering University",71.64,1223,"2014_15"
"Normal","Cornerstone University",68.84,1051,"2014_15"
"Normal","Grand Valley State University",80.43,1089,"2014_15"
"Normal","Hope College",77.41,1185,"2014_15"
"Normal","Kalamazoo College",69.65,1239,"2014_15"
"Normal","Lake Superior State University",91.09,1028,"2014_15"
"Normal","Lawrence Technological University",57.42,1127,"2014_15"
"Normal","Madonna University",58.59,1049,"2014_15"
"Normal","Marygrove College",48.42,800,"2014_15"
"Normal","Rochester University",40.59,972,"2014_15"
"Normal","University of Michigan-Ann Arbor",32.24,1380,"2014_15"
"Normal","Michigan State University",66.09,1158,"2014_15"
"Normal","Michigan Technological University",75.5,1244,"2014_15"
"Normal","University of Michigan-Dearborn",62.67,1105,"2014_15"
"Normal","University of Michigan-Flint",78.64,993,"2014_15"
"Normal","Northern Michigan University",72.09,1010,"2014_15"
"Normal","Northwood University",69.47,1004,"2014_15"
"Normal","Oakland University",67,1070,"2014_15"
"Normal","Olivet College",61.43,917,"2014_15"
"Normal","Kuyper College",70.65,1030,"2014_15"
"Normal","Saginaw Valley State University",79.96,1030,"2014_15"
"Normal","Siena Heights University",74.24,1025,"2014_15"
"Normal","Spring Arbor University",66.64,1035,"2014_15"
"Normal","Finlandia University",45.45,910,"2014_15"
"Normal","Wayne State University",77.33,1070,"2014_15"
"Normal","Western Michigan University",84.06,1030,"2014_15"
"Normal","Augsburg University",68.02,1074,"2014_15"
"Normal","Bemidji State University",93.53,1010,"2014_15"
"Normal","Bethany Lutheran College",77.68,1070,"2014_15"
"Normal","Bethel University",95.43,1146,"2014_15"
"Normal","Carleton College",22.77,1408,"2014_15"
"Normal","Concordia College at Moorhead",64.28,1166,"2014_15"
"Normal","Martin Luther College",97.32,1125,"2014_15"
"Normal","Hamline University",69.59,1101,"2014_15"
"Normal","Macalester College",36.35,1354,"2014_15"
"Normal","Minnesota State University-Mankato",66.58,1010,"2014_15"
"Normal","University of Minnesota-Twin Cities",45.35,1271,"2014_15"
"Normal","University of Minnesota-Crookston",71.96,1006,"2014_15"
"Normal","Minneapolis College of Art and Design",64.41,1088,"2014_15"
"Normal","University of Minnesota-Duluth",76.78,1110,"2014_15"
"Normal","University of Minnesota-Morris",63.59,1148,"2014_15"
"Normal","Minnesota State University Moorhead",84.19,1049,"2014_15"
"Normal","North Central University",91.2,1062,"2014_15"
"Normal","University of Northwestern-St Paul",69.54,1110,"2014_15"
"Normal","Oak Hills Christian College",66.67,964,"2014_15"
"Normal","College of Saint Benedict",82.18,1179,"2014_15"
"Normal","Saint Cloud State University",82.19,1010,"2014_15"
"Normal","Saint Johns University",78.76,1155,"2014_15"
"Normal","Saint Mary's University of Minnesota",74.24,1067,"2014_15"
"Normal","St Olaf College",51.28,1292,"2014_15"
"Normal","Crown College",28.4,1016,"2014_15"
"Normal","The College of Saint Scholastica",66.18,1106,"2014_15"
"Normal","University of St Thomas",86.62,1204,"2014_15"
"Normal","St Catherine University",67.21,1032,"2014_15"
"Normal","Southwest Minnesota State University",66.94,990,"2014_15"
"Normal","Winona State University",63.04,1050,"2014_15"
"Normal","Alcorn State University",78.44,872,"2014_15"
"Normal","Blue Mountain College",55.03,1030,"2014_15"
"Normal","Delta State University",86.96,969,"2014_15"
"Normal","Jackson State University",70.47,911,"2014_15"
"Normal","Millsaps College",57.18,1178,"2014_15"
"Normal","University of Mississippi",81.22,1098,"2014_15"
"Normal","Mississippi University for Women",93.61,988,"2014_15"
"Normal","Mississippi Valley State University",76.87,825,"2014_15"
"Normal","Mississippi College",63.04,1120,"2014_15"
"Normal","Mississippi State University",71.02,1126,"2014_15"
"Normal","Rust College",38.85,760,"2014_15"
"Normal","University of Southern Mississippi",66.74,1029,"2014_15"
"Normal","Tougaloo College",40.3,864,"2014_15"
"Normal","William Carey University",50.42,1080,"2014_15"
"Normal","Avila University",51.98,1038,"2014_15"
"Normal","Calvary University",100,1014,"2014_15"
"Normal","Central Methodist University-College of Liberal Arts and Sciences",60.53,1050,"2014_15"
"Normal","University of Central Missouri",77.95,1010,"2014_15"
"Normal","Cleveland University-Kansas City",100,1050,"2014_15"
"Normal","Conception Seminary College",100,1105,"2014_15"
"Normal","Culver-Stockton College",57.72,986,"2014_15"
"Normal","Drury University",74.41,1185,"2014_15"
"Normal","Evangel University",64.53,1055,"2014_15"
"Normal","Fontbonne University",92.91,1050,"2014_15"
"Normal","Kansas City Art Institute",59.97,1086,"2014_15"
"Normal","Lindenwood University",52.88,1038,"2014_15"
"Normal","Maryville University of Saint Louis",72.05,1137,"2014_15"
"Normal","Midwestern Baptist Theological Seminary",76.36,970,"2014_15"
"Normal","Missouri Baptist University",60.23,984,"2014_15"
"Normal","Missouri Southern State University",96,990,"2014_15"
"Normal","University of Missouri-Columbia",77.67,1166,"2014_15"
"Normal","University of Missouri-Kansas City",64.26,1129,"2014_15"
"Normal","Missouri University of Science and Technology",85.85,1283,"2014_15"
"Normal","University of Missouri-St Louis",75.78,1105,"2014_15"
"Normal","Truman State University",74.48,1226,"2014_15"
"Normal","Northwest Missouri State University",76.58,1051,"2014_15"
"Normal","College of the Ozarks",8.31,1074,"2014_15"
"Normal","Rockhurst University",76.94,1164,"2014_15"
"Normal","Saint Louis University",61.08,1239,"2014_15"
"Normal","Saint Louis Christian College",93.33,990,"2014_15"
"Normal","Southwest Baptist University",61.85,1070,"2014_15"
"Normal","Stephens College",53.6,1064,"2014_15"
"Normal","Southeast Missouri State University",84.78,1050,"2014_15"
"Normal","Missouri State University-Springfield",85.03,1090,"2014_15"
"Normal","Washington University in St Louis",17.13,1478,"2014_15"
"Normal","Webster University",72.06,1105,"2014_15"
"Normal","Westminster College",66.34,1114,"2014_15"
"Normal","William Jewell College",62.83,1141,"2014_15"
"Normal","William Woods University",76.3,1042,"2014_15"
"Normal","Carroll College",57.53,1133,"2014_15"
"Normal","Montana Technological University",90.75,1125,"2014_15"
"Normal","Montana State University",83.85,1128,"2014_15"
"Normal","The University of Montana",92.72,1075,"2014_15"
"Normal","Montana State University-Northern",100,917,"2014_15"
"Normal","Rocky Mountain College",63.61,1031,"2014_15"
"Normal","Clarkson College",61.34,990,"2014_15"
"Normal","Bryan College of Health Sciences",57.3,1050,"2014_15"
"Normal","Concordia University-Nebraska",76.61,1067,"2014_15"
"Normal","Creighton University",72.67,1200,"2014_15"
"Normal","Doane University",79.35,1060,"2014_15"
"Normal","Grace University",44.62,1064,"2014_15"
"Normal","Hastings College",69.65,1079,"2014_15"
"Normal","University of Nebraska at Kearney",84.11,1049,"2014_15"
"Normal","Nebraska Methodist College of Nursing & Allied Health",82.61,1090,"2014_15"
"Normal","Midland University",60.18,1010,"2014_15"
"Normal","University of Nebraska at Omaha",78.5,1050,"2014_15"
"Normal","Nebraska Wesleyan University",78.14,1124,"2014_15"
"Normal","University of Nebraska-Lincoln",69.89,1146,"2014_15"
"Normal","Summit Christian College",37.93,990,"2014_15"
"Normal","Union College",52.14,1030,"2014_15"
"Normal","York College",40.76,970,"2014_15"
"Normal","University of Nevada-Las Vegas",86.89,1000,"2014_15"
"Normal","University of Nevada-Reno",83.88,1081,"2014_15"
"Normal","Sierra Nevada University",60.97,1010,"2014_15"
"Normal","Dartmouth College",11.5,1444,"2014_15"
"Normal","Franklin Pierce University",84.3,949,"2014_15"
"Normal","University of New Hampshire-Main Campus",80.02,1104,"2014_15"
"Normal","Keene State College",78.59,965,"2014_15"
"Normal","University of New Hampshire at Manchester",70.08,1010,"2014_15"
"Normal","Rivier University",62.56,962,"2014_15"
"Normal","Bloomfield College",63.4,810,"2014_15"
"Normal","Caldwell University",63.93,950,"2014_15"
"Normal","Centenary University",81.91,926,"2014_15"
"Normal","Drew University",70.17,1118,"2014_15"
"Normal","Fairleigh Dickinson University-Metropolitan Campus",80.11,944,"2014_15"
"Normal","Felician University",84.16,870,"2014_15"
"Normal","Fairleigh Dickinson University-Florham Campus",80.75,1031,"2014_15"
"Normal","Georgian Court University",68.06,945,"2014_15"
"Normal","Rowan University",78.62,1074,"2014_15"
"Normal","New Jersey City University",76.59,890,"2014_15"
"Normal","Kean University",70.36,907,"2014_15"
"Normal","Monmouth University",74.19,1055,"2014_15"
"Normal","Montclair State University",66.83,975,"2014_15"
"Normal","New Jersey Institute of Technology",63.39,1168,"2014_15"
"Normal","Princeton University",7.44,1491,"2014_15"
"Normal","Ramapo College of New Jersey",53.32,1082,"2014_15"
"Normal","Rider University",70.91,1026,"2014_15"
"Normal","Rutgers University-Camden",60.38,1025,"2014_15"
"Normal","Rutgers University-New Brunswick",60.5,1215,"2014_15"
"Normal","Rutgers University-Newark",62.75,1035,"2014_15"
"Normal","Saint Peter's University",56.9,899,"2014_15"
"Normal","Seton Hall University",75.54,1133,"2014_15"
"Normal","Saint Elizabeth University",57.59,843,"2014_15"
"Normal","Stevens Institute of Technology",43.78,1346,"2014_15"
"Normal","Stockton University",64.75,1078,"2014_15"
"Normal","The College of New Jersey",48.97,1213,"2014_15"
"Normal","William Paterson University of New Jersey",74.58,980,"2014_15"
"Normal","Eastern New Mexico University-Main Campus",63.06,935,"2014_15"
"Normal","New Mexico Institute of Mining and Technology",36.39,1193,"2014_15"
"Normal","University of New Mexico-Main Campus",45.38,1060,"2014_15"
"Normal","New Mexico State University-Main Campus",69.6,984,"2014_15"
"Normal","Adelphi University",72.42,1092,"2014_15"
"Normal","Albany College of Pharmacy and Health Sciences",67.4,1165,"2014_15"
"Normal","Alfred University",69.44,1064,"2014_15"
"Normal","Barnard College",23.77,1343,"2014_15"
"Normal","Canisius College",80.23,1085,"2014_15"
"Normal","Clarkson University",62.14,1195,"2014_15"
"Normal","Colgate University",26.24,1369,"2014_15"
"Normal","Columbia University in the City of New York",6.95,1470,"2014_15"
"Normal","Concordia College",74.77,872,"2014_15"
"Normal","Cooper Union for the Advancement of Science and Art",15.06,1388,"2014_15"
"Normal","Cornell University",14.19,1422,"2014_15"
"Normal","CUNY Bernard M Baruch College",27.9,1235,"2014_15"
"Normal","CUNY Brooklyn College",35.33,1085,"2014_15"
"Normal","College of Staten Island CUNY",94.27,1005,"2014_15"
"Normal","CUNY City College",38.06,1130,"2014_15"
"Normal","CUNY Hunter College",34.67,1160,"2014_15"
"Normal","CUNY John Jay College of Criminal Justice",37.31,970,"2014_15"
"Normal","CUNY Lehman College",28.91,995,"2014_15"
"Normal","CUNY Queens College",39.82,1090,"2014_15"
"Normal","CUNY York College",37.13,900,"2014_15"
"Normal","D'Youville College",68.79,1035,"2014_15"
"Normal","Dominican College of Blauvelt",62.81,872,"2014_15"
"Normal","Elmira College",82.21,1073,"2014_15"
"Normal","Fordham University",48.12,1254,"2014_15"
"Normal","Hamilton College",26.35,1393,"2014_15"
"Normal","Hofstra University",61.61,1147,"2014_15"
"Normal","Houghton College",93.81,1121,"2014_15"
"Normal","Iona College",86.7,1022,"2014_15"
"Normal","Jewish Theological Seminary of America",61.86,1330,"2014_15"
"Normal","LIM College",74.21,914,"2014_15"
"Normal","Le Moyne College",65.95,1071,"2014_15"
"Normal","Long Island University",83.02,950,"2014_15"
"Normal","Manhattan College",66.54,1097,"2014_15"
"Normal","Marymount Manhattan College",73.5,1065,"2014_15"
"Normal","Medaille College",61.9,840,"2014_15"
"Normal","Molloy College",75.4,1072,"2014_15"
"Normal","Mount Saint Mary College",88.62,1011,"2014_15"
"Normal","College of Mount Saint Vincent",95.21,931,"2014_15"
"Normal","The College of New Rochelle",38.53,958,"2014_15"
"Normal","The New School",65.9,1117,"2014_15"
"Normal","New York University",35.45,1344,"2014_15"
"Normal","Niagara University",65.86,1040,"2014_15"
"Normal","New York Institute of Technology",64.03,1069,"2014_15"
"Normal","Nyack College",99.36,909,"2014_15"
"Normal","Pace University",84.99,1054,"2014_15"
"Normal","Davis College",47.79,954,"2014_15"
"Normal","Pratt Institute-Main",52.99,1141,"2014_15"
"Normal","Rensselaer Polytechnic Institute",37.5,1372,"2014_15"
"Normal","Roberts Wesleyan College",68.75,1059,"2014_15"
"Normal","Rochester Institute of Technology",57.47,1240,"2014_15"
"Normal","St Bonaventure University",70.43,1066,"2014_15"
"Normal","St Francis College",77.04,935,"2014_15"
"Normal","St. Thomas Aquinas College",80.82,958,"2014_15"
"Normal","Siena College",65.86,1127,"2014_15"
"Normal","Skidmore College",37.34,1241,"2014_15"
"Normal","St. Joseph's College-New York",70.73,1031,"2014_15"
"Normal","Saint John Fisher College",67.91,1091,"2014_15"
"Normal","St. John's University-New York",62.52,1107,"2014_15"
"Normal","SUNY College of Agriculture and Technology at Cobleskill",73.34,877,"2014_15"
"Normal","Farmingdale State College",46.65,982,"2014_15"
"Normal","SUNY at Albany",55.84,1098,"2014_15"
"Normal","Binghamton University",44.06,1287,"2014_15"
"Normal","University at Buffalo",57.81,1165,"2014_15"
"Normal","Stony Brook University",41.34,1254,"2014_15"
"Normal","SUNY College of Environmental Science and Forestry",51.13,1193,"2014_15"
"Normal","SUNY Polytechnic Institute",56.1,1099,"2014_15"
"Normal","SUNY Brockport",48.95,1056,"2014_15"
"Normal","SUNY Buffalo State",61.55,939,"2014_15"
"Normal","SUNY at Fredonia",53.22,1056,"2014_15"
"Normal","SUNY College at Geneseo",59.13,1221,"2014_15"
"Normal","State University of New York at New Paltz",41.93,1122,"2014_15"
"Normal","SUNY Oneonta",49.88,1086,"2014_15"
"Normal","SUNY College at Oswego",48.37,1106,"2014_15"
"Normal","SUNY at Purchase College",40.82,1095,"2014_15"
"Normal","SUNY College at Old Westbury",62.35,995,"2014_15"
"Normal","SUNY College at Plattsburgh",47.86,1031,"2014_15"
"Normal","SUNY Maritime College",52.65,1106,"2014_15"
"Normal","Syracuse University",53.23,1184,"2014_15"
"Normal","United States Military Academy",9.47,1280,"2014_15"
"Normal","Vassar College",23.54,1403,"2014_15"
"Normal","School of Visual Arts",76.77,1029,"2014_15"
"Normal","Webb Institute",32.99,1420,"2014_15"
"Normal","Wells College",56.59,1053,"2014_15"
"Normal","Yeshiva University",81.8,1221,"2014_15"
"Normal","Appalachian State University",62.66,1148,"2014_15"
"Normal","Barton College",38.46,962,"2014_15"
"Normal","Belmont Abbey College",69.23,1000,"2014_15"
"Normal","Campbell University",68.06,1025,"2014_15"
"Normal","Chowan University",59.81,773,"2014_15"
"Normal","Davidson College",21.67,1337,"2014_15"
"Normal","Duke University",11.41,1454,"2014_15"
"Normal","East Carolina University",77.28,1036,"2014_15"
"Normal","Elizabeth City State University",49,866,"2014_15"
"Normal","Elon University",53.93,1225,"2014_15"
"Normal","Fayetteville State University",50.32,892,"2014_15"
"Normal","Gardner-Webb University",67.12,1020,"2014_15"
"Normal","Greensboro College",73.11,876,"2014_15"
"Normal","High Point University",80.19,1096,"2014_15"
"Normal","Johnson C Smith University",42.25,808,"2014_15"
"Normal","Livingstone College",64.25,720,"2014_15"
"Normal","Mars Hill University",62.09,924,"2014_15"
"Normal","Methodist University",55.94,962,"2014_15"
"Normal","Montreat College",46.06,1016,"2014_15"
"Normal","University of Mount Olive",46.85,902,"2014_15"
"Normal","North Carolina A & T State University",57,910,"2014_15"
"Normal","University of North Carolina at Asheville",73.14,1191,"2014_15"
"Normal","University of North Carolina at Chapel Hill",28.5,1328,"2014_15"
"Normal","University of North Carolina at Charlotte",64.09,1079,"2014_15"
"Normal","University of North Carolina at Greensboro",60.73,1043,"2014_15"
"Normal","North Carolina Central University",43.22,886,"2014_15"
"Normal","University of North Carolina School of the Arts",43.2,1116,"2014_15"
"Normal","North Carolina State University at Raleigh",51.6,1253,"2014_15"
"Normal","North Carolina Wesleyan College",53.26,923,"2014_15"
"Normal","University of North Carolina Wilmington",58.55,1145,"2014_15"
"Normal","William Peace University",62.91,890,"2014_15"
"Normal","University of North Carolina at Pembroke",73.26,930,"2014_15"
"Normal","Pfeiffer University",47.23,948,"2014_15"
"Normal","Piedmont International University",46.07,937,"2014_15"
"Normal","Queens University of Charlotte",78.45,1051,"2014_15"
"Normal","Mid-Atlantic Christian University",37.89,983,"2014_15"
"Normal","Saint Augustine's University",74.03,740,"2014_15"
"Normal","Salem College",59.85,1102,"2014_15"
"Normal","St. Andrews University",57.13,940,"2014_15"
"Normal","Warren Wilson College",71.77,1134,"2014_15"
"Normal","Wingate University",75.06,1001,"2014_15"
"Normal","Winston-Salem State University",60.16,859,"2014_15"
"Normal","Western Carolina University",43.11,1035,"2014_15"
"Normal","Dickinson State University",61.03,957,"2014_15"
"Normal","University of Jamestown",64.36,1178,"2014_15"
"Normal","University of Mary",78.65,1050,"2014_15"
"Normal","Minot State University",57.68,1035,"2014_15"
"Normal","University of North Dakota",86,1090,"2014_15"
"Normal","North Dakota State University-Main Campus",82.74,1092,"2014_15"
"Normal","Trinity Bible College and Graduate School",36.45,946,"2014_15"
"Normal","Valley City State University",90.27,1020,"2014_15"
"Normal","University of Akron Main Campus",95.71,1050,"2014_15"
"Normal","Art Academy of Cincinnati",24.34,961,"2014_15"
"Normal","Ashland University",72.57,1048,"2014_15"
"Normal","Bluffton University",56.03,1029,"2014_15"
"Normal","Bowling Green State University-Main Campus",53.37,1012,"2014_15"
"Normal","Capital University",72.74,1100,"2014_15"
"Normal","Case Western Reserve University",38.31,1375,"2014_15"
"Normal","Cedarville University",74.49,1187,"2014_15"
"Normal","Central State University",37.72,804,"2014_15"
"Normal","Cincinnati Christian University",58.51,969,"2014_15"
"Normal","University of Cincinnati-Main Campus",75.78,1165,"2014_15"
"Normal","Ohio Christian University",65.4,930,"2014_15"
"Normal","Cleveland Institute of Art",66.99,1048,"2014_15"
"Normal","Cleveland State University",84.21,1014,"2014_15"
"Normal","Columbus College of Art and Design",88.64,1044,"2014_15"
"Normal","University of Dayton",59.01,1194,"2014_15"
"Normal","Defiance College",64.69,975,"2014_15"
"Normal","The University of Findlay",71.97,1035,"2014_15"
"Normal","Heidelberg University",75.06,1027,"2014_15"
"Normal","Hiram College",62.08,1004,"2014_15"
"Normal","John Carroll University",82.91,1116,"2014_15"
"Normal","Kent State University at Kent",84.38,1050,"2014_15"
"Normal","Kenyon College",25.06,1332,"2014_15"
"Normal","Lake Erie College",69.36,966,"2014_15"
"Normal","Lourdes University",64.55,950,"2014_15"
"Normal","Malone University",71.74,1045,"2014_15"
"Normal","Marietta College",69.46,1105,"2014_15"
"Normal","Miami University-Oxford",65.84,1240,"2014_15"
"Normal","Mount Carmel College of Nursing",73.89,1030,"2014_15"
"Normal","University of Mount Union",73.55,1057,"2014_15"
"Normal","Mount Vernon Nazarene University",75.98,1046,"2014_15"
"Normal","Mount Saint Joseph University",87.62,1005,"2014_15"
"Normal","Muskingum University",76.44,1009,"2014_15"
"Normal","Notre Dame College",89.5,937,"2014_15"
"Normal","Oberlin College",32.72,1349,"2014_15"
"Normal","Ohio Dominican University",46.57,1005,"2014_15"
"Normal","Ohio Northern University",68.59,1180,"2014_15"
"Normal","Ohio State University-Main Campus",52.96,1292,"2014_15"
"Normal","Ohio University-Main Campus",74.27,1106,"2014_15"
"Normal","Otterbein University",75.31,1094,"2014_15"
"Normal","Pontifical College Josephinum",94.12,1280,"2014_15"
"Normal","Franciscan University of Steubenville",77.92,1183,"2014_15"
"Normal","University of Toledo",94.73,1031,"2014_15"
"Normal","Ursuline College",65.51,1014,"2014_15"
"Normal","Walsh University",80.68,1043,"2014_15"
"Normal","Wilberforce University",37.54,735,"2014_15"
"Normal","Wilmington College",95.37,970,"2014_15"
"Normal","The College of Wooster",59.09,1229,"2014_15"
"Normal","Xavier University",73.15,1113,"2014_15"
"Normal","Youngstown State University",83.3,985,"2014_15"
"Normal","Oklahoma Wesleyan University",62.7,999,"2014_15"
"Normal","University of Central Oklahoma",90.32,990,"2014_15"
"Normal","East Central University",97.19,1005,"2014_15"
"Normal","Randall University",53.13,940,"2014_15"
"Normal","Northeastern State University",75.01,1009,"2014_15"
"Normal","Northwestern Oklahoma State University",66.23,930,"2014_15"
"Normal","Oklahoma Christian University",64.01,1127,"2014_15"
"Normal","Oklahoma Panhandle State University",59.5,910,"2014_15"
