"Color","University.Name","Admission.Rate","SAT.Average","Year"
"Normal","Oklahoma State University-Main Campus",74.95,1137,"2014_15"
"Normal","Oklahoma Baptist University",60.48,1171,"2014_15"
"Normal","Oklahoma City University",67.77,1165,"2014_15"
"Normal","University of Oklahoma-Norman Campus",81.33,1189,"2014_15"
"Normal","Oral Roberts University",79.76,1010,"2014_15"
"Normal","Rogers State University",77.01,850,"2014_15"
"Normal","University of Science and Arts of Oklahoma",67.55,1039,"2014_15"
"Normal","Southeastern Oklahoma State University",78.67,970,"2014_15"
"Normal","Southwestern Christian University",80.88,981,"2014_15"
"Normal","Southwestern Oklahoma State University",85.26,1010,"2014_15"
"Normal","University of Tulsa",40.26,1296,"2014_15"
"Normal","Concordia University-Portland",52.62,1037,"2014_15"
"Normal","Eastern Oregon University",64.18,948,"2014_15"
"Normal","George Fox University",77.76,1081,"2014_15"
"Normal","Linfield University-McMinnville Campus",93.77,1083,"2014_15"
"Normal","Multnomah University",56.67,1047,"2014_15"
"Normal","Bushnell University",71.91,987,"2014_15"
"Normal","Oregon Institute of Technology",59.84,1044,"2014_15"
"Normal","Oregon State University",77.76,1112,"2014_15"
"Normal","University of Oregon",74.9,1116,"2014_15"
"Normal","Pacific University",80.45,1090,"2014_15"
"Normal","Portland State University",69.33,1030,"2014_15"
"Normal","University of Portland",62.93,1195,"2014_15"
"Normal","Reed College",38.73,1383,"2014_15"
"Normal","Southern Oregon University",77.37,1029,"2014_15"
"Normal","Corban University",37.38,1016,"2014_15"
"Normal","Willamette University",81.31,1209,"2014_15"
"Normal","Western Oregon University",88.74,1001,"2014_15"
"Normal","Bryn Athyn College of the New Church",58.02,900,"2014_15"
"Normal","Allegheny College",71.77,1170,"2014_15"
"Normal","DeSales University",79.65,1033,"2014_15"
"Normal","Alvernia University",74.79,970,"2014_15"
"Normal","Clarks Summit University",86.49,1004,"2014_15"
"Normal","Arcadia University",58.8,1105,"2014_15"
"Normal","Bloomsburg University of Pennsylvania",87.81,970,"2014_15"
"Normal","Bryn Mawr College",40.47,1313,"2014_15"
"Normal","Bucknell University",30.72,1317,"2014_15"
"Normal","Cabrini University",75.28,897,"2014_15"
"Normal","California University of Pennsylvania",89.67,934,"2014_15"
"Normal","Carlow University",90.7,941,"2014_15"
"Normal","Carnegie Mellon University",24.6,1436,"2014_15"
"Normal","Cedar Crest College",52.33,1005,"2014_15"
"Normal","Chestnut Hill College",74.71,968,"2014_15"
"Normal","Clarion University of Pennsylvania",92.71,928,"2014_15"
"Normal","Delaware Valley University",75.74,990,"2014_15"
"Normal","Drexel University",76.01,1186,"2014_15"
"Normal","Duquesne University",73.06,1144,"2014_15"
"Normal","East Stroudsburg University of Pennsylvania",81.46,954,"2014_15"
"Normal","Eastern University",62.18,1038,"2014_15"
"Normal","Edinboro University of Pennsylvania",99.3,928,"2014_15"
"Normal","Elizabethtown College",70.82,1133,"2014_15"
"Normal","Gannon University",77.67,1037,"2014_15"
"Normal","Geneva College",71.06,1072,"2014_15"
"Normal","Grove City College",87.53,1203,"2014_15"
"Normal","Gwynedd Mercy University",76.38,961,"2014_15"
"Normal","Haverford College",24.69,1422,"2014_15"
"Normal","Holy Family University",73.26,925,"2014_15"
"Normal","Immaculata University",75.94,962,"2014_15"
"Normal","Indiana University of Pennsylvania-Main Campus",94.73,958,"2014_15"
"Normal","Keystone College",92.05,921,"2014_15"
"Normal","Kutztown University of Pennsylvania",79.67,960,"2014_15"
"Normal","La Roche University",93.94,926,"2014_15"
"Normal","La Salle University",78.23,994,"2014_15"
"Normal","Lafayette College",29.75,1300,"2014_15"
"Normal","Lancaster Bible College",59.46,996,"2014_15"
"Normal","Lehigh University",34.27,1326,"2014_15"
"Normal","Lincoln University",27.16,862,"2014_15"
"Normal","Lock Haven University",93.39,947,"2014_15"
"Normal","Lycoming College",72.22,1043,"2014_15"
"Normal","Mansfield University of Pennsylvania",90.7,950,"2014_15"
"Normal","Marywood University",74.18,1030,"2014_15"
"Normal","Messiah University",79.98,1125,"2014_15"
"Normal","Millersville University of Pennsylvania",68.71,1012,"2014_15"
"Normal","Misericordia University",71.46,1074,"2014_15"
"Normal","Moravian College",86.2,1022,"2014_15"
"Normal","Neumann University",94.04,853,"2014_15"
"Normal","Pennsylvania State University-Penn State Erie-Behrend College",86.7,1054,"2014_15"
"Normal","Pennsylvania State University-Penn State New Kensington",81.23,974,"2014_15"
"Normal","Pennsylvania State University-Penn State Shenango",67.16,885,"2014_15"
"Normal","Pennsylvania State University-Penn State Wilkes-Barre",83.8,964,"2014_15"
"Normal","Pennsylvania State University-Penn State Scranton",76.11,959,"2014_15"
"Normal","Pennsylvania State University-Penn State Lehigh Valley",85.12,1003,"2014_15"
"Normal","Pennsylvania State University-Penn State Altoona",88.35,1001,"2014_15"
"Normal","Pennsylvania State University-Penn State Beaver",81.07,954,"2014_15"
"Normal","Pennsylvania State University-Penn State Berks",88.66,973,"2014_15"
"Normal","Pennsylvania State University-Penn State Harrisburg",82.08,1024,"2014_15"
"Normal","Pennsylvania State University-Penn State Brandywine",84.77,968,"2014_15"
"Normal","Pennsylvania State University-Main Campus",50.29,1196,"2014_15"
"Normal","Pennsylvania State University-Penn State Greater Allegheny",75.84,967,"2014_15"
"Normal","Pennsylvania State University-Penn State Abington",79.34,951,"2014_15"
"Normal","Pennsylvania State University-Penn State Schuylkill",74.78,899,"2014_15"
"Normal","Pennsylvania State University-Penn State York",83.35,1021,"2014_15"
"Normal","University of Pennsylvania",10.37,1452,"2014_15"
"Normal","Jefferson (Philadelphia University + Thomas Jefferson University)",63.94,1074,"2014_15"
"Normal","The University of the Arts",69.54,1006,"2014_15"
"Normal","Cairn University-Langhorne",97.8,993,"2014_15"
"Normal","University of the Sciences",57.88,1169,"2014_15"
"Normal","University of Pittsburgh-Bradford",65.42,985,"2014_15"
"Normal","University of Pittsburgh-Greensburg",74.52,1011,"2014_15"
"Normal","University of Pittsburgh-Johnstown",80.18,1014,"2014_15"
"Normal","University of Pittsburgh-Pittsburgh Campus",53.12,1275,"2014_15"
"Normal","Point Park University",70.74,995,"2014_15"
"Normal","Robert Morris University",76.2,1051,"2014_15"
"Normal","Rosemont College",57.88,993,"2014_15"
"Normal","Saint Francis University",68.72,1033,"2014_15"
"Normal","Saint Vincent College",71.92,1034,"2014_15"
"Normal","University of Scranton",77.26,1125,"2014_15"
"Normal","Shippensburg University of Pennsylvania",83.13,981,"2014_15"
"Normal","Slippery Rock University of Pennsylvania",65.97,999,"2014_15"
"Normal","Swarthmore College",17.02,1433,"2014_15"
"Normal","Temple University",61.73,1125,"2014_15"
"Normal","Thiel College",69.49,970,"2014_15"
"Normal","University of Valley Forge",93.04,941,"2014_15"
"Normal","Villanova University",49.33,1313,"2014_15"
"Normal","Waynesburg University",83.56,1008,"2014_15"
"Normal","West Chester University of Pennsylvania",53.48,1079,"2014_15"
"Normal","Westminster College",93.66,1055,"2014_15"
"Normal","Widener University",65.01,1023,"2014_15"
"Normal","Wilkes University",78.63,1045,"2014_15"
"Normal","Wilson College",31.28,976,"2014_15"
"Normal","York College of Pennsylvania",45.49,1050,"2014_15"
"Normal","Brown University",8.74,1435,"2014_15"
"Normal","Rhode Island College",65.45,918,"2014_15"
"Normal","University of Rhode Island",76.81,1077,"2014_15"
"Normal","Rhode Island School of Design",32.59,1254,"2014_15"
"Normal","Anderson University",71.52,1038,"2014_15"
"Normal","Charleston Southern University",58.66,997,"2014_15"
"Normal","Bob Jones University",81.01,1052,"2014_15"
"Normal","College of Charleston",78.02,1137,"2014_15"
"Normal","Citadel Military College of South Carolina",75.54,1073,"2014_15"
"Normal","Claflin University",43.77,806,"2014_15"
"Normal","Clemson University",51.52,1261,"2014_15"
"Normal","Coker University",50.9,992,"2014_15"
"Normal","Columbia International University",33.22,1035,"2014_15"
"Normal","Columbia College",79.05,1033,"2014_15"
"Normal","Converse College",53.48,1045,"2014_15"
"Normal","Erskine College",60.57,1016,"2014_15"
"Normal","Francis Marion University",59.11,933,"2014_15"
"Normal","Lander University",57.78,936,"2014_15"
"Normal","Limestone University",52,1020,"2014_15"
"Normal","Newberry College",56.75,945,"2014_15"
"Normal","North Greenville University",59.46,1152,"2014_15"
"Normal","Presbyterian College",53.72,1090,"2014_15"
"Normal","University of South Carolina Aiken",65.46,970,"2014_15"
"Normal","University of South Carolina Beaufort",57.24,933,"2014_15"
"Normal","University of South Carolina-Columbia",65.2,1217,"2014_15"
"Normal","Coastal Carolina University",63.6,996,"2014_15"
"Normal","South Carolina State University",84.54,810,"2014_15"
"Normal","University of South Carolina-Upstate",46.82,947,"2014_15"
"Normal","Winthrop University",71.18,1053,"2014_15"
"Normal","Wofford College",77.39,1194,"2014_15"
"Normal","Augustana University",61.29,1162,"2014_15"
"Normal","Black Hills State University",94.1,951,"2014_15"
"Normal","Dakota State University",84.2,1026,"2014_15"
"Normal","Dakota Wesleyan University",73.43,1044,"2014_15"
"Normal","Mount Marty University",72.36,990,"2014_15"
"Normal","Northern State University",82.89,1025,"2014_15"
"Normal","Presentation College",56.95,980,"2014_15"
"Normal","South Dakota School of Mines and Technology",88.02,1181,"2014_15"
"Normal","South Dakota State University",92.01,1068,"2014_15"
"Normal","University of Sioux Falls",97.24,1028,"2014_15"
"Normal","University of South Dakota",88.82,1044,"2014_15"
"Normal","Austin Peay State University",89.27,1010,"2014_15"
"Normal","Baptist Health Sciences University",53.73,1110,"2014_15"
"Normal","Belmont University",82.72,1176,"2014_15"
"Normal","Bethel University",57.42,930,"2014_15"
"Normal","Bryan College-Dayton",48.42,1065,"2014_15"
"Normal","Carson-Newman University",62.4,1083,"2014_15"
"Normal","Christian Brothers University",49.71,1105,"2014_15"
"Normal","Cumberland University",46.42,1044,"2014_15"
"Normal","Lipscomb University",55.58,1175,"2014_15"
"Normal","East Tennessee State University",91.74,1030,"2014_15"
"Normal","Fisk University",83.45,946,"2014_15"
"Normal","Freed-Hardeman University",93.39,1117,"2014_15"
"Normal","Johnson University",56.37,1034,"2014_15"
"Normal","King University",56.68,1042,"2014_15"
"Normal","Lane College",43.27,762,"2014_15"
"Normal","Le Moyne-Owen College",52.15,735,"2014_15"
"Normal","Lee University",89.05,1076,"2014_15"
"Normal","Lincoln Memorial University",74.37,1055,"2014_15"
"Normal","Maryville College",70.83,1049,"2014_15"
"Normal","Memphis College of Art",38.06,1025,"2014_15"
"Normal","University of Memphis",47.4,1029,"2014_15"
"Normal","Middle Tennessee State University",72.06,1032,"2014_15"
"Normal","Milligan College",62.41,1097,"2014_15"
"Normal","O'More College of Design",52.34,1050,"2014_15"
"Normal","Rhodes College",59.99,1296,"2014_15"
"Normal","Tennessee Wesleyan University",66.67,1002,"2014_15"
"Normal","The University of Tennessee-Chattanooga",77.28,1088,"2014_15"
"Normal","The University of Tennessee-Knoxville",74.83,1198,"2014_15"
"Normal","The University of Tennessee-Martin",73.34,1050,"2014_15"
"Normal","Tennessee Technological University",94.41,1105,"2014_15"
"Normal","Tennessee Temple University",58.17,962,"2014_15"
"Normal","Trevecca Nazarene University",73.08,1066,"2014_15"
"Normal","Tusculum University",71.94,990,"2014_15"
"Normal","Union University",68.58,1170,"2014_15"
"Normal","Vanderbilt University",13.09,1481,"2014_15"
"Normal","Abilene Christian University",50.47,1091,"2014_15"
"Normal","Angelo State University",82.44,976,"2014_15"
"Normal","Austin College",54.38,1159,"2014_15"
"Normal","Baylor University",55.36,1227,"2014_15"
"Normal","Concordia University Texas",85.29,1021,"2014_15"
"Normal","Texas A & M University-Corpus Christi",84.62,970,"2014_15"
"Normal","Dallas Baptist University",46.21,1075,"2014_15"
"Normal","Dallas Christian College",37.96,996,"2014_15"
"Normal","University of Dallas",85.13,1211,"2014_15"
"Normal","East Texas Baptist University",55.99,952,"2014_15"
"Normal","Texas A&M University-Texarkana",47.55,897,"2014_15"
"Normal","Texas A & M University-Commerce",47.84,909,"2014_15"
"Normal","Hardin-Simmons University",56.8,1037,"2014_15"
"Normal","Houston Baptist University",35.73,1054,"2014_15"
"Normal","University of Houston-Clear Lake",57.36,1044,"2014_15"
"Normal","University of Houston-Downtown",84.17,894,"2014_15"
"Normal","University of Houston",62.99,1139,"2014_15"
"Normal","Howard Payne University",82.12,976,"2014_15"
"Normal","Huston-Tillotson University",59.7,814,"2014_15"
"Normal","University of the Incarnate Word",93.21,963,"2014_15"
"Normal","Lamar University",78.81,963,"2014_15"
"Normal","Texas A & M International University",46.7,906,"2014_15"
"Normal","LeTourneau University",49.4,1177,"2014_15"
"Normal","Lubbock Christian University",94.32,1010,"2014_15"
"Normal","University of Mary Hardin-Baylor",79.91,1064,"2014_15"
"Normal","McMurry University",61.4,901,"2014_15"
"Normal","Midwestern State University",61.64,995,"2014_15"
"Normal","University of North Texas",65.38,1096,"2014_15"
"Normal","Our Lady of the Lake University",49.52,941,"2014_15"
"Normal","The University of Texas Rio Grande Valley",62.8,953,"2014_15"
"Normal","Paul Quinn College",89.97,1070,"2014_15"
"Normal","Prairie View A & M University",39.13,850,"2014_15"
"Normal","Rice University",15.1,1460,"2014_15"
"Normal","Saint Edward's University",78.36,1116,"2014_15"
"Normal","University of St Thomas",78.99,1111,"2014_15"
"Normal","Sam Houston State University",73.67,1000,"2014_15"
"Normal","Schreiner University",93.53,997,"2014_15"
"Normal","St. Mary's University",59.46,1033,"2014_15"
"Normal","Southern Methodist University",52.4,1316,"2014_15"
"Normal","Southwestern University",48.52,1159,"2014_15"
"Normal","Stephen F Austin State University",58.51,998,"2014_15"
"Normal","Texas State University",72.9,1032,"2014_15"
"Normal","Southwestern Adventist University",49.65,905,"2014_15"
"Normal","Sul Ross State University",93.4,890,"2014_15"
"Normal","Tarleton State University",52.54,961,"2014_15"
"Normal","Texas A & M University-Kingsville",83.57,922,"2014_15"
"Normal","Texas A & M University-College Station",71.03,1206,"2014_15"
"Normal","The University of Texas at Arlington",61.4,1053,"2014_15"
"Normal","The University of Texas at Austin",39.66,1296,"2014_15"
"Normal","The University of Texas at Dallas",61.94,1259,"2014_15"
"Normal","The University of Texas at El Paso",99.89,941,"2014_15"
"Normal","The University of Texas at Tyler",83.58,1051,"2014_15"
"Normal","Texas Christian University",48.87,1207,"2014_15"
"Normal","Texas Lutheran University",55.87,1020,"2014_15"
"Normal","The University of Texas Permian Basin",87,963,"2014_15"
"Normal","The University of Texas at San Antonio",75.91,1037,"2014_15"
"Normal","Texas Southern University",51.92,812,"2014_15"
"Normal","Texas Tech University",66.13,1110,"2014_15"
"Normal","Texas Wesleyan University",38.06,984,"2014_15"
"Normal","Texas Woman's University",85.31,953,"2014_15"
"Normal","Trinity University",48.42,1281,"2014_15"
"Normal","Wayland Baptist University",97.74,946,"2014_15"
"Normal","West Texas A & M University",67.42,970,"2014_15"
"Normal","Brigham Young University",47,1290,"2014_15"
"Normal","Brigham Young University-Hawaii",34.86,1110,"2014_15"
"Normal","Southern Utah University",61.03,1063,"2014_15"
"Normal","Utah State University",97.83,1067,"2014_15"
"Normal","University of Utah",81.42,1131,"2014_15"
"Normal","Westminster College",95.76,1122,"2014_15"
"Normal","Castleton University",91.64,967,"2014_15"
"Normal","Champlain College",64.17,1150,"2014_15"
"Normal","Northern Vermont University",95.46,941,"2014_15"
"Normal","Lyndon State College",99.14,937,"2014_15"
"Normal","Middlebury College",17.17,1379,"2014_15"
"Normal","Norwich University",65.74,1053,"2014_15"
"Normal","Southern Vermont College",93.73,849,"2014_15"
"Normal","University of Vermont",73.44,1191,"2014_15"
"Normal","Averett University",59.64,923,"2014_15"
"Normal","Bluefield College",97.99,907,"2014_15"
"Normal","Bridgewater College",47.82,1056,"2014_15"
"Normal","William & Mary",33.02,1373,"2014_15"
"Normal","Regent University",79.82,1066,"2014_15"
"Normal","Christopher Newport University",55.88,1152,"2014_15"
"Normal","Emory & Henry College",71.72,995,"2014_15"
"Normal","Eastern Mennonite University",60.44,1003,"2014_15"
"Normal","Ferrum College",73.31,852,"2014_15"
"Normal","George Mason University",66.65,1152,"2014_15"
"Normal","Hampden-Sydney College",47.27,1098,"2014_15"
"Normal","Hampton University",29.06,999,"2014_15"
"Normal","Hollins University",56.47,1082,"2014_15"
"Normal","James Madison University",65.73,1153,"2014_15"
"Normal","Liberty University",22.32,1040,"2014_15"
"Normal","Longwood University",72.92,1005,"2014_15"
"Normal","University of Lynchburg",66.75,998,"2014_15"
"Normal","Mary Baldwin University",95.45,979,"2014_15"
"Normal","University of Mary Washington",76.72,1114,"2014_15"
"Normal","Marymount University",83.96,1001,"2014_15"
"Normal","Norfolk State University",65.67,866,"2014_15"
"Normal","Old Dominion University",81.89,1007,"2014_15"
"Normal","Radford University",78.91,968,"2014_15"
"Normal","Randolph-Macon College",60.34,1086,"2014_15"
"Normal","Randolph College",81.01,1086,"2014_15"
"Normal","University of Richmond",31.8,1337,"2014_15"
"Normal","Roanoke College",69.32,1087,"2014_15"
"Normal","Shenandoah University",82.59,994,"2014_15"
"Normal","Southern Virginia University",47.07,1056,"2014_15"
"Normal","Sweet Briar College",93.54,1056,"2014_15"
"Normal","The University of Virginia's College at Wise",68.82,946,"2014_15"
"Normal","Virginia Polytechnic Institute and State University",72.63,1215,"2014_15"
"Normal","Virginia Commonwealth University",75.35,1105,"2014_15"
"Single","University of Virginia-Main Campus",29,1357,"2014_15"
"Normal","Virginia Military Institute",44.4,1162,"2014_15"
"Normal","Virginia State University",80.06,837,"2014_15"
"Normal","Virginia Union University",23.89,776,"2014_15"
"Normal","Virginia Wesleyan University",89.04,991,"2014_15"
"Normal","Washington and Lee University",19.46,1395,"2014_15"
"Normal","Central Washington University",86.46,978,"2014_15"
"Normal","Eastern Washington University",74.39,958,"2014_15"
"Normal","The Evergreen State College",98.9,1043,"2014_15"
"Normal","Gonzaga University",67.51,1207,"2014_15"
"Normal","Northwest University",96.12,1018,"2014_15"
"Normal","Pacific Lutheran University",75.01,1115,"2014_15"
"Normal","University of Puget Sound",79.29,1230,"2014_15"
"Normal","Saint Martin's University",88.82,1057,"2014_15"
"Normal","Seattle Pacific University",83.4,1140,"2014_15"
"Normal","Seattle University",73.35,1183,"2014_15"
"Normal","Walla Walla University",57.79,1075,"2014_15"
"Normal","Washington State University",82.08,1030,"2014_15"
"Normal","University of Washington-Seattle Campus",55.21,1240,"2014_15"
"Normal","Western Washington University",84.57,1110,"2014_15"
"Normal","Whitman College",41.01,1323,"2014_15"
"Normal","Alderson Broaddus University",42.58,990,"2014_15"
"Normal","Appalachian Bible College",69.14,1007,"2014_15"
"Normal","Bethany College",62.05,906,"2014_15"
"Normal","Bluefield State College",38.34,927,"2014_15"
"Normal","University of Charleston",60.77,988,"2014_15"
"Normal","Concord University",70.88,999,"2014_15"
"Normal","Davis & Elkins College",58.22,986,"2014_15"
"Normal","Fairmont State University",66.51,965,"2014_15"
"Normal","Glenville State College",46.56,900,"2014_15"
"Normal","Marshall University",76.53,1021,"2014_15"
"Normal","Ohio Valley University",32.35,944,"2014_15"
"Normal","Shepherd University",98.29,999,"2014_15"
"Normal","West Virginia State University",86.38,942,"2014_15"
"Normal","West Liberty University",72.36,965,"2014_15"
"Normal","West Virginia University Institute of Technology",61.92,983,"2014_15"
"Normal","West Virginia Wesleyan College",77.59,1005,"2014_15"
"Normal","West Virginia University",85.79,1069,"2014_15"
"Normal","Wheeling University",62.63,1032,"2014_15"
"Normal","Alverno College",65.19,930,"2014_15"
"Normal","Bellin College",48.65,1050,"2014_15"
"Normal","Cardinal Stritch University",82.98,1003,"2014_15"
"Normal","Carroll University",80.84,1090,"2014_15"
"Normal","Carthage College",71.65,1104,"2014_15"
"Normal","Concordia University-Wisconsin",75.41,1089,"2014_15"
"Normal","Edgewood College",76.22,1048,"2014_15"
"Normal","Lakeland University",54.7,949,"2014_15"
"Normal","Marian University",76.74,950,"2014_15"
"Normal","Marquette University",66.71,1220,"2014_15"
"Normal","Milwaukee School of Engineering",68.65,1243,"2014_15"
"Normal","Mount Mary University",35.27,930,"2014_15"
"Normal","Northland College",63.43,1085,"2014_15"
"Normal","Ripon College",67.45,1108,"2014_15"
"Normal","Saint Norbert College",81.71,1125,"2014_15"
"Normal","Holy Family College",47.4,820,"2014_15"
"Normal","Viterbo University",69.14,1089,"2014_15"
"Normal","University of Wisconsin-Whitewater",81.79,1050,"2014_15"
"Normal","University of Wisconsin-Eau Claire",83.69,1110,"2014_15"
"Normal","University of Wisconsin-Green Bay",87.35,1050,"2014_15"
"Normal","University of Wisconsin-La Crosse",76.29,1145,"2014_15"
"Normal","Wisconsin Lutheran College",84.29,1079,"2014_15"
"Normal","University of Wisconsin-Oshkosh",80.34,1030,"2014_15"
"Normal","University of Wisconsin-Parkside",86.02,990,"2014_15"
"Normal","University of Wisconsin-Stout",90.8,1050,"2014_15"
"Normal","University of Wisconsin-Superior",88.57,1010,"2014_15"
"Normal","University of Wisconsin-Madison",56.94,1286,"2014_15"
"Normal","University of Wisconsin-Milwaukee",89.55,1010,"2014_15"
"Normal","University of Wisconsin-Platteville",94.4,1090,"2014_15"
"Normal","University of Wisconsin-River Falls",89.54,1050,"2014_15"
"Normal","University of Wisconsin-Stevens Point",89.41,1050,"2014_15"
"Normal","University of Wyoming",97.66,1118,"2014_15"
"Normal","University of Puerto Rico-Aguadilla",90.47,1054,"2014_15"
"Normal","University of Puerto Rico-Carolina",78.54,1013,"2014_15"
"Normal","University of Puerto Rico-Cayey",82.62,1147,"2014_15"
"Normal","University of Puerto Rico-Rio Piedras",28.17,1188,"2014_15"
"Normal","University of the Virgin Islands",97.07,796,"2014_15"
"Normal","Stanford University",5.09,1465,"2014_15"
"Normal","Purdue University-Main Campus",59.29,1213,"2014_15"
"Normal","New College of Florida",59.87,1274,"2014_15"
"Normal","Montana Bible College",100,1064,"2014_15"
"Normal","California State University-San Marcos",61.8,948,"2014_15"
"Normal","University of Washington-Bothell Campus",79.15,1009,"2014_15"
"Normal","University of Washington-Tacoma Campus",84.52,979,"2014_15"
"Normal","Watkins College of Art Design & Film",26.36,1000,"2014_15"
"Normal","Soka University of America",43.46,1223,"2014_15"
"Normal","Arizona State University-West",77.8,1095,"2014_15"
"Normal","Arizona State University-Polytechnic",76.73,1138,"2014_15"
"Normal","Florida Gulf Coast University",58.88,1059,"2014_15"
"Normal","University of Connecticut-Waterbury Campus",65.83,1004,"2014_15"
"Normal","University of Connecticut-Avery Point",63.92,1050,"2014_15"
"Normal","University of Connecticut-Stamford",56.85,1001,"2014_15"
"Normal","The King's University",100,1016,"2014_15"
"Normal","Franklin W Olin College of Engineering",12,1475,"2014_15"
"Normal","DigiPen Institute of Technology",64.88,1211,"2014_15"
"Normal","University of California-Merced",67.18,1031,"2014_15"
"Normal","Ave Maria University",51.7,1085,"2014_15"
"Normal","University of South Florida-St Petersburg",35.34,1162,"2014_15"
"Normal","Arizona State University-Downtown Phoenix",78.86,1083,"2014_15"
"Normal","Visible Music College",23.98,1031,"2014_15"
"Normal","University of South Florida-Sarasota-Manatee",33.93,1105,"2014_15"
"Normal","The King's College",70.39,1127,"2014_15"
"Normal","University of Minnesota-Rochester",37.59,1112,"2014_15"
"Normal","John Paul the Great Catholic University",87.5,1086,"2014_15"
"Normal","Pennsylvania State University-World Campus",58.08,1040,"2014_15"
"Normal","Augusta University",76.54,1030,"2014_15"
"Normal","University of North Georgia",69.48,1016,"2014_15"
"Normal","University of Florida-Online",22.86,1156,"2014_15"
"Normal","University of North Texas at Dallas",82.1,887,"2014_15"
